timestamp,protocol,chain_id,block_number,transaction_hash,user_address,token_in,token_out,amount_in,amount_out,affiliate_fee,volume_usd,affiliate_fee_usd
,relay,,32900206,,,,,,,,1755899690,15327675
,relay,,32900206,,,,,,,,1755899690,15327675
,relay,,32900206,,,,,,,,1755899691,15327675
,relay,,32900206,,,,,,,,1755899691,15159937
,relay,,32900206,,,,,,,,1755899692,15159937
,relay,,32900206,,,,,,,,1755899692,15159937
,relay,,32900207,,,,,,,,1755899693,24536484
,relay,,32900207,,,,,,,,1755899693,24536484
,relay,,32900207,,,,,,,,1755899693,24536484
,relay,,32900207,,,,,,,,1755899694,15179915
,relay,,32900207,,,,,,,,1755899694,15179915
,relay,,32900207,,,,,,,,1755899694,15179915
,relay,,32900207,,,,,,,,1755899694,72900000
,relay,,32900207,,,,,,,,1755899695,72900000
,relay,,32900207,,,,,,,,1755899695,72900000
,relay,,32900207,,,,,,,,1755899695,30000000
,relay,,32900207,,,,,,,,1755899696,30000000
,relay,,32900207,,,,,,,,1755899696,30000000
,relay,,32900207,,,,,,,,1755899696,30000000
,relay,,32900207,,,,,,,,1755899696,30000000
,relay,,32900207,,,,,,,,1755899697,30000000
,relay,,32900207,,,,,,,,1755899697,14996154
,relay,,32900207,,,,,,,,1755899697,14996154
,relay,,32900207,,,,,,,,1755899697,14996154
,relay,,32900207,,,,,,,,1755899698,14996154
,relay,,32900207,,,,,,,,1755899698,14996154
,relay,,32900207,,,,,,,,1755899698,14996154
,relay,,32900208,,,,,,,,1755899700,24523222
,relay,,32900208,,,,,,,,1755899700,24523222
,relay,,32900208,,,,,,,,1755899700,24523222
,relay,,32900208,,,,,,,,1755899701,24523222
,relay,,32900208,,,,,,,,1755899701,24523222
,relay,,32900208,,,,,,,,1755899702,24523222
,relay,,32900208,,,,,,,,1755899702,15019847
,relay,,32900208,,,,,,,,1755899703,15019847
,relay,,32900208,,,,,,,,1755899703,15019847
,relay,,32900208,,,,,,,,1755899703,15019847
,relay,,32900208,,,,,,,,1755899703,15019847
,relay,,32900208,,,,,,,,1755899704,15019847
,relay,,32900208,,,,,,,,1755899704,14992552
,relay,,32900208,,,,,,,,1755899704,14992552
,relay,,32900208,,,,,,,,1755899705,14992552
,relay,,32900208,,,,,,,,1755899705,14992552
,relay,,32900208,,,,,,,,1755899705,14992552
,relay,,32900208,,,,,,,,1755899706,14992552
,relay,,32900208,,,,,,,,1755899707,14998067
,relay,,32900208,,,,,,,,1755899707,14998067
,relay,,32900208,,,,,,,,1755899708,14998067
,relay,,32900208,,,,,,,,1755899708,19383464
,relay,,32900208,,,,,,,,1755899708,19383464
,relay,,32900208,,,,,,,,1755899709,19383464
,relay,,32900208,,,,,,,,1755899709,19383464
,relay,,32900208,,,,,,,,1755899709,19383464
,relay,,32900208,,,,,,,,1755899709,19383464
,relay,,32900208,,,,,,,,1755899710,15675468
,relay,,32900208,,,,,,,,1755899710,15675468
,relay,,32900208,,,,,,,,1755899711,15675468
,relay,,32900208,,,,,,,,1755899711,15675468
,relay,,32900208,,,,,,,,1755899711,15675468
,relay,,32900208,,,,,,,,1755899712,15675468
,relay,,32900208,,,,,,,,1755899713,15675468
,relay,,32900208,,,,,,,,1755899714,15675468
,relay,,32900208,,,,,,,,1755899714,15675468
,relay,,32900208,,,,,,,,1755899714,15675468
,relay,,32900208,,,,,,,,1755899715,15675468
,relay,,32900208,,,,,,,,1755899715,15675468
,relay,,32900209,,,,,,,,1755899715,24500857
,relay,,32900209,,,,,,,,1755899715,24500857
,relay,,32900209,,,,,,,,1755899716,24500857
,relay,,32900209,,,,,,,,1755899717,14957596
,relay,,32900209,,,,,,,,1755899717,14957596
,relay,,32900209,,,,,,,,1755899717,14957596
,relay,,32900209,,,,,,,,1755899718,30000000
,relay,,32900209,,,,,,,,1755899718,30000000
,relay,,32900209,,,,,,,,1755899719,30000000
,relay,,32900209,,,,,,,,1755899719,30000000
,relay,,32900209,,,,,,,,1755899719,30000000
,relay,,32900209,,,,,,,,1755899719,30000000
,relay,,32900210,,,,,,,,1755899720,15706929
,relay,,32900210,,,,,,,,1755899720,15706929
,relay,,32900210,,,,,,,,1755899720,15706929
,relay,,32900210,,,,,,,,1755899723,14952951
,relay,,32900210,,,,,,,,1755899724,14952951
,relay,,32900210,,,,,,,,1755899724,14952951
,relay,,32900210,,,,,,,,1755899724,14952951
,relay,,32900210,,,,,,,,1755899725,14952951
,relay,,32900210,,,,,,,,1755899725,14952951
,relay,,32900210,,,,,,,,1755899725,72900000
,relay,,32900210,,,,,,,,1755899726,72900000
,relay,,32900210,,,,,,,,1755899726,72900000
,relay,,32900211,,,,,,,,1755899726,24413003
,relay,,32900211,,,,,,,,1755899727,24413003
,relay,,32900211,,,,,,,,1755899727,24413003
,relay,,32900211,,,,,,,,1755899728,30000000
,relay,,32900211,,,,,,,,1755899729,30000000
,relay,,32900211,,,,,,,,1755899729,30000000
,relay,,32900211,,,,,,,,1755899729,24391672
,relay,,32900211,,,,,,,,1755899730,24391672
,relay,,32900211,,,,,,,,1755899730,24391672
,relay,,32900211,,,,,,,,1755899730,15897662
,relay,,32900211,,,,,,,,1755899731,15897662
,relay,,32900211,,,,,,,,1755899731,15897662
,relay,,32900212,,,,,,,,1755899732,14803824
,relay,,32900212,,,,,,,,1755899732,14803824
,relay,,32900212,,,,,,,,1755899733,14803824
,relay,,32900212,,,,,,,,1755899733,14803824
,relay,,32900212,,,,,,,,1755899733,14803824
,relay,,32900212,,,,,,,,1755899734,14803824
,relay,,32900213,,,,,,,,1755899734,24254974
,relay,,32900213,,,,,,,,1755899734,24254974
,relay,,32900213,,,,,,,,1755899735,24254974
,relay,,32900213,,,,,,,,1755899735,24254974
,relay,,32900213,,,,,,,,1755899735,24254974
,relay,,32900213,,,,,,,,1755899736,24254974
,relay,,32900213,,,,,,,,1755899736,24238585
,relay,,32900213,,,,,,,,1755899736,24238585
,relay,,32900213,,,,,,,,1755899737,24238585
,relay,,32900213,,,,,,,,1755899737,24238585
,relay,,32900213,,,,,,,,1755899737,24238585
,relay,,32900213,,,,,,,,1755899738,24238585
,relay,,32900213,,,,,,,,1755899738,15759370
,relay,,32900213,,,,,,,,1755899738,15759370
,relay,,32900213,,,,,,,,1755899739,15759370
,relay,,32900214,,,,,,,,1755899740,17111646
,relay,,32900214,,,,,,,,1755899741,17111646
,relay,,32900214,,,,,,,,1755899741,17111646
,relay,,32900214,,,,,,,,1755899741,17111646
,relay,,32900214,,,,,,,,1755899742,17111646
,relay,,32900214,,,,,,,,1755899742,17111646
,relay,,32900215,,,,,,,,1755899744,14622277
,relay,,32900215,,,,,,,,1755899745,14622277
,relay,,32900215,,,,,,,,1755899745,14622277
,relay,,32900215,,,,,,,,1755899745,14622277
,relay,,32900215,,,,,,,,1755899746,14622277
,relay,,32900215,,,,,,,,1755899746,14622277
,relay,,32900217,,,,,,,,1755899748,70000000
,relay,,32900217,,,,,,,,1755899748,70000000
,relay,,32900217,,,,,,,,1755899749,70000000
,relay,,32900217,,,,,,,,1755899749,70000000
,relay,,32900217,,,,,,,,1755899751,15926557
,relay,,32900217,,,,,,,,1755899751,15926557
,relay,,32900217,,,,,,,,1755899751,15926557
,relay,,32900219,,,,,,,,1755899757,15777680
,relay,,32900219,,,,,,,,1755899757,15777680
,relay,,32900219,,,,,,,,1755899757,15777680
,relay,,32900220,,,,,,,,1755899767,14434235
,relay,,32900220,,,,,,,,1755899767,14434235
,relay,,32900220,,,,,,,,1755899768,14434235
,relay,,32900220,,,,,,,,1755899768,14434235
,relay,,32900220,,,,,,,,1755899768,14434235
,relay,,32900220,,,,,,,,1755899769,14434235
,relay,,32900224,,,,,,,,1755899787,16978261
,relay,,32900224,,,,,,,,1755899788,16978261
,relay,,32900224,,,,,,,,1755899788,16978261
,relay,,32900224,,,,,,,,1755899789,17249328
,relay,,32900224,,,,,,,,1755899789,17249328
,relay,,32900224,,,,,,,,1755899789,17249328
,relay,,32900224,,,,,,,,1755899790,17249328
,relay,,32900224,,,,,,,,1755899790,17249328
,relay,,32900224,,,,,,,,1755899790,17249328
,relay,,32900225,,,,,,,,1755899793,28600000
,relay,,32900225,,,,,,,,1755899793,28600000
,relay,,32900225,,,,,,,,1755899794,28600000
,relay,,32900225,,,,,,,,1755899794,28600000
,relay,,32900225,,,,,,,,1755899794,28600000
,relay,,32900225,,,,,,,,1755899795,28600000
,relay,,32900225,,,,,,,,1755899795,14812720
,relay,,32900225,,,,,,,,1755899796,14812720
,relay,,32900225,,,,,,,,1755899796,14812720
,relay,,32900225,,,,,,,,1755899796,14812720
,relay,,32900225,,,,,,,,1755899797,14812720
,relay,,32900225,,,,,,,,1755899797,14812720
,relay,,32900227,,,,,,,,1755899804,17678490
,relay,,32900227,,,,,,,,1755899804,17678490
,relay,,32900227,,,,,,,,1755899804,17678490
,relay,,32900228,,,,,,,,1755899805,14803336
,relay,,32900228,,,,,,,,1755899805,14803336
,relay,,32900228,,,,,,,,1755899806,14803336
,relay,,32900228,,,,,,,,1755899806,14798296
,relay,,32900228,,,,,,,,1755899806,14798296
,relay,,32900228,,,,,,,,1755899807,14798296
,relay,,32900228,,,,,,,,1755899807,14677020
,relay,,32900228,,,,,,,,1755899807,14677020
,relay,,32900228,,,,,,,,1755899808,14677020
,relay,,32900228,,,,,,,,1755899808,14677020
,relay,,32900228,,,,,,,,1755899808,14677020
,relay,,32900228,,,,,,,,1755899809,14677020
,relay,,32900229,,,,,,,,1755899812,24304660
,relay,,32900229,,,,,,,,1755899812,24304660
,relay,,32900229,,,,,,,,1755899812,24304660
,relay,,32900229,,,,,,,,1755899815,15063685
,relay,,32900229,,,,,,,,1755899815,15063685
,relay,,32900229,,,,,,,,1755899815,15063685
,relay,,32900230,,,,,,,,1755899817,15101034
,relay,,32900230,,,,,,,,1755899818,15101034
,relay,,32900230,,,,,,,,1755899818,15101034
,relay,,32900230,,,,,,,,1755899818,15030363
,relay,,32900230,,,,,,,,1755899819,15030363
,relay,,32900230,,,,,,,,1755899819,15030363
,relay,,32900231,,,,,,,,1755899819,27700000
,relay,,32900231,,,,,,,,1755899819,27700000
,relay,,32900231,,,,,,,,1755899820,27700000
,relay,,32900231,,,,,,,,1755899820,15046951
,relay,,32900231,,,,,,,,1755899820,15046951
,relay,,32900231,,,,,,,,1755899821,15046951
,relay,,32900231,,,,,,,,1755899821,69200000
,relay,,32900231,,,,,,,,1755899821,69200000
,relay,,32900231,,,,,,,,1755899822,69200000
,relay,,32900231,,,,,,,,1755899822,17799884
,relay,,32900231,,,,,,,,1755899823,17799884
,relay,,32900231,,,,,,,,1755899823,17799884
,relay,,32900233,,,,,,,,1755899825,15171602
,relay,,32900233,,,,,,,,1755899825,15171602
,relay,,32900233,,,,,,,,1755899825,15171602
,relay,,32900233,,,,,,,,1755899826,15171602
,relay,,32900233,,,,,,,,1755899826,15171602
,relay,,32900233,,,,,,,,1755899826,15171602
,relay,,32900233,,,,,,,,1755899827,15090048
,relay,,32900233,,,,,,,,1755899827,15090048
,relay,,32900233,,,,,,,,1755899827,15090048
,relay,,32900233,,,,,,,,1755899827,14855703
,relay,,32900233,,,,,,,,1755899828,14855703
,relay,,32900233,,,,,,,,1755899828,14855703
,relay,,32900233,,,,,,,,1755899828,24302504
,relay,,32900233,,,,,,,,1755899829,24302504
,relay,,32900233,,,,,,,,1755899829,24302504
,relay,,32900233,,,,,,,,1755899829,24302504
,relay,,32900233,,,,,,,,1755899830,24302504
,relay,,32900233,,,,,,,,1755899830,24302504
,relay,,32900233,,,,,,,,1755899831,16268395
,relay,,32900233,,,,,,,,1755899831,16268395
,relay,,32900233,,,,,,,,1755899831,16268395
,relay,,32900233,,,,,,,,1755899832,15007455
,relay,,32900233,,,,,,,,1755899832,15007455
,relay,,32900233,,,,,,,,1755899832,15007455
,relay,,32900233,,,,,,,,1755899832,15007455
,relay,,32900233,,,,,,,,1755899833,15007455
,relay,,32900233,,,,,,,,1755899833,15007455
,relay,,32900234,,,,,,,,1755899835,15180046
,relay,,32900234,,,,,,,,1755899835,15180046
,relay,,32900234,,,,,,,,1755899835,15180046
,relay,,32900234,,,,,,,,1755899836,15180046
,relay,,32900234,,,,,,,,1755899836,15180046
,relay,,32900234,,,,,,,,1755899836,15180046
,relay,,32900235,,,,,,,,1755899837,16585414
,relay,,32900235,,,,,,,,1755899837,16585414
,relay,,32900235,,,,,,,,1755899838,16585414
,relay,,32900235,,,,,,,,1755899838,16585414
,relay,,32900235,,,,,,,,1755899838,16585414
,relay,,32900235,,,,,,,,1755899839,16585414
,relay,,32900235,,,,,,,,1755899839,15244265
,relay,,32900235,,,,,,,,1755899840,15244265
,relay,,32900235,,,,,,,,1755899840,15244265
,relay,,32900236,,,,,,,,1755899842,19276390
,relay,,32900236,,,,,,,,1755899843,19276390
,relay,,32900236,,,,,,,,1755899843,19276390
,relay,,32900236,,,,,,,,1755899846,24783101
,relay,,32900236,,,,,,,,1755899846,24783101
,relay,,32900236,,,,,,,,1755899846,24783101
,relay,,32900236,,,,,,,,1755899847,24783101
,relay,,32900236,,,,,,,,1755899847,24783101
,relay,,32900236,,,,,,,,1755899847,24783101
,relay,,32900237,,,,,,,,1755899847,15397822
,relay,,32900237,,,,,,,,1755899848,15397822
,relay,,32900237,,,,,,,,1755899848,15397822
,relay,,32900237,,,,,,,,1755899848,19853222
,relay,,32900237,,,,,,,,1755899849,19853222
,relay,,32900237,,,,,,,,1755899849,19853222
,relay,,32900237,,,,,,,,1755899849,19853222
,relay,,32900237,,,,,,,,1755899850,19853222
,relay,,32900237,,,,,,,,1755899850,19853222
,relay,,32900238,,,,,,,,1755899853,15347609
,relay,,32900238,,,,,,,,1755899853,15347609
,relay,,32900238,,,,,,,,1755899853,15347609
,relay,,32900238,,,,,,,,1755899854,15447609
,relay,,32900238,,,,,,,,1755899854,15447609
,relay,,32900238,,,,,,,,1755899855,14742819
,relay,,32900238,,,,,,,,1755899855,14742819
,relay,,32900238,,,,,,,,1755899856,14742819
,relay,,32900239,,,,,,,,1755899856,15840285
,relay,,32900239,,,,,,,,1755899856,15840285
,relay,,32900239,,,,,,,,1755899856,15840285
,relay,,32900239,,,,,,,,1755899857,15601770
,relay,,32900239,,,,,,,,1755899857,15601770
,relay,,32900239,,,,,,,,1755899857,15601770
,relay,,32900239,,,,,,,,1755899858,15601770
,relay,,32900239,,,,,,,,1755899858,15601770
,relay,,32900239,,,,,,,,1755899858,15601770
,relay,,32900240,,,,,,,,1755899858,19869792
,relay,,32900240,,,,,,,,1755899859,19869792
,relay,,32900240,,,,,,,,1755899859,19869792
,relay,,32900240,,,,,,,,1755899859,19869792
,relay,,32900240,,,,,,,,1755899859,19869792
,relay,,32900240,,,,,,,,1755899860,19869792
,relay,,32900240,,,,,,,,1755899861,15498771
,relay,,32900240,,,,,,,,1755899862,15498771
,relay,,32900240,,,,,,,,1755899862,15498771
,relay,,32900241,,,,,,,,1755899863,15431528
,relay,,32900241,,,,,,,,1755899863,15431528
,relay,,32900241,,,,,,,,1755899864,15431528
,relay,,32900241,,,,,,,,1755899864,15431528
,relay,,32900241,,,,,,,,1755899864,15431528
,relay,,32900241,,,,,,,,1755899864,15431528
,relay,,32900241,,,,,,,,1755899865,15354307
,relay,,32900241,,,,,,,,1755899865,15354307
,relay,,32900241,,,,,,,,1755899865,15354307
,relay,,32900241,,,,,,,,1755899866,16495526
,relay,,32900241,,,,,,,,1755899866,16495526
,relay,,32900241,,,,,,,,1755899866,16495526
,relay,,32900241,,,,,,,,1755899867,16495526
,relay,,32900241,,,,,,,,1755899867,16495526
,relay,,32900241,,,,,,,,1755899867,16495526
,relay,,32900241,,,,,,,,1755899868,15454307
,relay,,32900241,,,,,,,,1755899868,15454307
,relay,,32900241,,,,,,,,1755899868,15454307
,relay,,32900242,,,,,,,,1755899869,24388099
,relay,,32900242,,,,,,,,1755899870,24388099
,relay,,32900242,,,,,,,,1755899870,24388099
,relay,,32900242,,,,,,,,1755899870,24388099
,relay,,32900242,,,,,,,,1755899870,24388099
,relay,,32900242,,,,,,,,1755899871,24388099
,relay,,32900243,,,,,,,,1755899873,24287900
,relay,,32900243,,,,,,,,1755899874,24287900
,relay,,32900243,,,,,,,,1755899874,24287900
,relay,,32900243,,,,,,,,1755899876,15274121
,relay,,32900243,,,,,,,,1755899876,15274121
,relay,,32900243,,,,,,,,1755899876,15274121
,relay,,32900245,,,,,,,,1755899885,15357804
,relay,,32900245,,,,,,,,1755899885,15357804
,relay,,32900245,,,,,,,,1755899885,15357804
,relay,,32900246,,,,,,,,1755899886,24227368
,relay,,32900246,,,,,,,,1755899886,24227368
,relay,,32900246,,,,,,,,1755899886,24227368
,relay,,32900246,,,,,,,,1755899886,24227368
,relay,,32900246,,,,,,,,1755899887,24227368
,relay,,32900246,,,,,,,,1755899887,24227368
,relay,,32900246,,,,,,,,1755899889,15267488
,relay,,32900246,,,,,,,,1755899889,15267488
,relay,,32900246,,,,,,,,1755899889,15267488
,relay,,32900246,,,,,,,,1755899890,15149105
,relay,,32900246,,,,,,,,1755899891,15149105
,relay,,32900246,,,,,,,,1755899891,15149105
,relay,,32900247,,,,,,,,1755899895,15561109
,relay,,32900247,,,,,,,,1755899895,15561109
,relay,,32900247,,,,,,,,1755899896,15561109
,relay,,32900247,,,,,,,,1755899896,15561109
,relay,,32900247,,,,,,,,1755899896,15561109
,relay,,32900247,,,,,,,,1755899897,15561109
,relay,,32900247,,,,,,,,1755899897,15675805
,relay,,32900247,,,,,,,,1755899897,15675805
,relay,,32900247,,,,,,,,1755899897,15675805
,relay,,32900248,,,,,,,,1755899898,24659213
,relay,,32900248,,,,,,,,1755899898,24659213
,relay,,32900248,,,,,,,,1755899898,24659213
,relay,,32900248,,,,,,,,1755899899,24659213
,relay,,32900248,,,,,,,,1755899899,24659213
,relay,,32900248,,,,,,,,1755899899,24659213
,relay,,32900248,,,,,,,,1755899900,15712612
,relay,,32900248,,,,,,,,1755899900,15712612
,relay,,32900248,,,,,,,,1755899901,15712612
,relay,,32900249,,,,,,,,1755899902,15603511
,relay,,32900249,,,,,,,,1755899903,15603511
,relay,,32900249,,,,,,,,1755899903,15603511
,relay,,32900249,,,,,,,,1755899903,15603511
,relay,,32900249,,,,,,,,1755899904,15603511
,relay,,32900249,,,,,,,,1755899904,15603511
,relay,,32900249,,,,,,,,1755899905,16123805
,relay,,32900249,,,,,,,,1755899905,16123805
,relay,,32900249,,,,,,,,1755899905,16123805
,relay,,32900249,,,,,,,,1755899906,16123805
,relay,,32900249,,,,,,,,1755899906,16123805
,relay,,32900249,,,,,,,,1755899906,16123805
,relay,,32900249,,,,,,,,1755899907,16123805
,relay,,32900249,,,,,,,,1755899907,16123805
,relay,,32900249,,,,,,,,1755899907,16123805
,relay,,32900250,,,,,,,,1755899908,16142016
,relay,,32900250,,,,,,,,1755899908,16142016
,relay,,32900250,,,,,,,,1755899908,16142016
,relay,,32900250,,,,,,,,1755899908,16142016
,relay,,32900250,,,,,,,,1755899909,16142016
,relay,,32900250,,,,,,,,1755899909,16142016
,relay,,32900250,,,,,,,,1755899909,16142016
,relay,,32900250,,,,,,,,1755899910,16142016
,relay,,32900250,,,,,,,,1755899910,16142016
,relay,,32900250,,,,,,,,1755899911,16142016
,relay,,32900250,,,,,,,,1755899911,16142016
,relay,,32900250,,,,,,,,1755899911,16142016
,relay,,32900250,,,,,,,,1755899912,15709275
,relay,,32900250,,,,,,,,1755899912,15709275
,relay,,32900250,,,,,,,,1755899912,15709275
,relay,,32900251,,,,,,,,1755899912,15749465
,relay,,32900251,,,,,,,,1755899913,15749465
,relay,,32900251,,,,,,,,1755899913,15749465
,relay,,32900251,,,,,,,,1755899913,15749465
,relay,,32900251,,,,,,,,1755899914,15749465
,relay,,32900251,,,,,,,,1755899914,15749465
,relay,,32900252,,,,,,,,1755899916,15834168
,relay,,32900252,,,,,,,,1755899916,15834168
,relay,,32900252,,,,,,,,1755899917,15834168
,relay,,32900252,,,,,,,,1755899918,15734168
,relay,,32900252,,,,,,,,1755899918,15734168
,relay,,32900252,,,,,,,,1755899918,15734168
,relay,,32900252,,,,,,,,1755899919,15734168
,relay,,32900252,,,,,,,,1755899919,15734168
,relay,,32900252,,,,,,,,1755899919,15734168
,relay,,32900252,,,,,,,,1755899920,24734168
,relay,,32900252,,,,,,,,1755899920,24734168
,relay,,32900252,,,,,,,,1755899920,24734168
,relay,,32900253,,,,,,,,1755899920,15824174
,relay,,32900253,,,,,,,,1755899921,15824174
,relay,,32900253,,,,,,,,1755899921,15824174
,relay,,32900254,,,,,,,,1755899924,16387427
,relay,,32900254,,,,,,,,1755899924,16387427
,relay,,32900254,,,,,,,,1755899924,16387427
,relay,,32900254,,,,,,,,1755899924,16387427
,relay,,32900254,,,,,,,,1755899925,16387427
,relay,,32900254,,,,,,,,1755899925,16387427
,relay,,32900254,,,,,,,,1755899925,16206194
,relay,,32900254,,,,,,,,1755899926,16206194
,relay,,32900254,,,,,,,,1755899926,16206194
,relay,,32900254,,,,,,,,1755899926,16206194
,relay,,32900254,,,,,,,,1755899926,16206194
,relay,,32900254,,,,,,,,1755899927,16206194
,relay,,32900255,,,,,,,,1755899928,25257406
,relay,,32900255,,,,,,,,1755899929,25257406
,relay,,32900255,,,,,,,,1755899929,25257406
,relay,,32900255,,,,,,,,1755899929,25257406
,relay,,32900255,,,,,,,,1755899930,25257406
,relay,,32900255,,,,,,,,1755899930,25257406
,relay,,32900255,,,,,,,,1755899930,16413947
,relay,,32900255,,,,,,,,1755899930,16413947
,relay,,32900255,,,,,,,,1755899931,16413947
,relay,,32900255,,,,,,,,1755899931,16241499
,relay,,32900255,,,,,,,,1755899931,16241499
,relay,,32900255,,,,,,,,1755899932,16241499
,relay,,32900255,,,,,,,,1755899932,16241499
,relay,,32900255,,,,,,,,1755899932,16241499
,relay,,32900255,,,,,,,,1755899932,16241499
,relay,,32900256,,,,,,,,1755899934,16199580
,relay,,32900256,,,,,,,,1755899934,16199580
,relay,,32900256,,,,,,,,1755899934,16199580
,relay,,32900256,,,,,,,,1755899935,16199580
,relay,,32900256,,,,,,,,1755899935,16199580
,relay,,32900256,,,,,,,,1755899935,16199580
,relay,,32900257,,,,,,,,1755899935,17994194
,relay,,32900257,,,,,,,,1755899936,17994194
,relay,,32900257,,,,,,,,1755899936,17994194
,relay,,32900257,,,,,,,,1755899936,15621722
,relay,,32900257,,,,,,,,1755899936,15621722
,relay,,32900257,,,,,,,,1755899937,15621722
,relay,,32900257,,,,,,,,1755899937,16234326
,relay,,32900257,,,,,,,,1755899937,16234326
,relay,,32900257,,,,,,,,1755899937,16234326
,relay,,32900257,,,,,,,,1755899938,16234326
,relay,,32900257,,,,,,,,1755899938,16234326
,relay,,32900257,,,,,,,,1755899939,16234326
,relay,,32900257,,,,,,,,1755899939,16234326
,relay,,32900257,,,,,,,,1755899939,16234326
,relay,,32900257,,,,,,,,1755899939,16234326
,relay,,32900258,,,,,,,,1755899941,16084141
,relay,,32900258,,,,,,,,1755899941,16084141
,relay,,32900258,,,,,,,,1755899941,16084141
,relay,,32900259,,,,,,,,1755899942,25099856
,relay,,32900259,,,,,,,,1755899942,25099856
,relay,,32900259,,,,,,,,1755899942,25099856
,relay,,32900259,,,,,,,,1755899942,25094639
,relay,,32900259,,,,,,,,1755899943,25094639
,relay,,32900259,,,,,,,,1755899943,25094639
,relay,,32900259,,,,,,,,1755899943,25094639
,relay,,32900259,,,,,,,,1755899943,25094639
,relay,,32900259,,,,,,,,1755899944,25094639
,relay,,32900259,,,,,,,,1755899945,16089357
,relay,,32900259,,,,,,,,1755899946,16089357
,relay,,32900259,,,,,,,,1755899946,16089357
,relay,,32900259,,,,,,,,1755899946,16089861
,relay,,32900259,,,,,,,,1755899946,16089861
,relay,,32900259,,,,,,,,1755899947,16089861
,relay,,32900259,,,,,,,,1755899947,16089861
,relay,,32900259,,,,,,,,1755899947,16089861
,relay,,32900259,,,,,,,,1755899948,16089861
,relay,,32900259,,,,,,,,1755899948,16084141
,relay,,32900259,,,,,,,,1755899949,16084141
,relay,,32900259,,,,,,,,1755899949,16084141
,relay,,32900259,,,,,,,,1755899949,16084141
,relay,,32900259,,,,,,,,1755899949,16084141
,relay,,32900259,,,,,,,,1755899950,16084141
,relay,,32900260,,,,,,,,1755899950,25089065
,relay,,32900260,,,,,,,,1755899951,25089065
,relay,,32900260,,,,,,,,1755899951,25089065
,relay,,32900260,,,,,,,,1755899951,25089065
,relay,,32900260,,,,,,,,1755899952,25089065
,relay,,32900260,,,,,,,,1755899952,25089065
,relay,,32900260,,,,,,,,1755899953,25089065
,relay,,32900260,,,,,,,,1755899953,25089065
,relay,,32900260,,,,,,,,1755899953,25089065
,relay,,32900260,,,,,,,,1755899953,16092479
,relay,,32900260,,,,,,,,1755899954,16092479
,relay,,32900260,,,,,,,,1755899954,16092479
,relay,,32900261,,,,,,,,1755899954,16024685
,relay,,32900261,,,,,,,,1755899955,16024685
,relay,,32900261,,,,,,,,1755899955,16024685
,relay,,32900261,,,,,,,,1755899955,16024685
,relay,,32900261,,,,,,,,1755899955,16024685
,relay,,32900261,,,,,,,,1755899956,16024685
,relay,,32900263,,,,,,,,1755899964,16045532
,relay,,32900263,,,,,,,,1755899965,16045532
,relay,,32900263,,,,,,,,1755899965,16045532
,relay,,32900264,,,,,,,,1755899968,15871307
,relay,,32900264,,,,,,,,1755899968,15871307
,relay,,32900264,,,,,,,,1755899968,15871307
,relay,,32900264,,,,,,,,1755899969,15871307
,relay,,32900264,,,,,,,,1755899969,15871307
,relay,,32900264,,,,,,,,1755899969,15871307
,relay,,32900265,,,,,,,,1755899974,16047113
,relay,,32900265,,,,,,,,1755899974,16047113
,relay,,32900265,,,,,,,,1755899974,16047113
,relay,,32900265,,,,,,,,1755899976,16047113
,relay,,32900265,,,,,,,,1755899977,16047113
,relay,,32900265,,,,,,,,1755899977,16047113
,relay,,32900267,,,,,,,,1755899978,17141588
,relay,,32900267,,,,,,,,1755899978,17141588
,relay,,32900267,,,,,,,,1755899979,17141588
,relay,,32900267,,,,,,,,1755899979,17141588
,relay,,32900267,,,,,,,,1755899979,17141588
,relay,,32900267,,,,,,,,1755899979,17141588
,relay,,32900267,,,,,,,,1755899980,17141588
,relay,,32900267,,,,,,,,1755899980,17141588
,relay,,32900267,,,,,,,,1755899980,17141588
,relay,,32900268,,,,,,,,1755899980,25061555
,relay,,32900268,,,,,,,,1755899981,25061555
,relay,,32900268,,,,,,,,1755899981,25061555
,relay,,32900268,,,,,,,,1755899981,17126936
,relay,,32900268,,,,,,,,1755899981,17126936
,relay,,32900268,,,,,,,,1755899982,17126936
,relay,,32900269,,,,,,,,1755899987,16497196
,relay,,32900269,,,,,,,,1755899988,16497196
,relay,,32900269,,,,,,,,1755899988,16497196
,relay,,32900269,,,,,,,,1755899988,16497196
,relay,,32900269,,,,,,,,1755899988,16497196
,relay,,32900269,,,,,,,,1755899989,16497196
,relay,,32900270,,,,,,,,1755899989,25098850
,relay,,32900270,,,,,,,,1755899989,25098850
,relay,,32900270,,,,,,,,1755899990,25098850
,relay,,32900270,,,,,,,,1755899990,25098850
,relay,,32900270,,,,,,,,1755899990,25098850
,relay,,32900270,,,,,,,,1755899990,25098850
,relay,,32900271,,,,,,,,1755899993,63700000
,relay,,32900271,,,,,,,,1755899993,63700000
,relay,,32900271,,,,,,,,1755899993,63700000
,relay,,32900271,,,,,,,,1755899993,63700000
,relay,,32900271,,,,,,,,1755899994,63700000
,relay,,32900271,,,,,,,,1755899994,63700000
,relay,,32900271,,,,,,,,1755899995,17540722
,relay,,32900271,,,,,,,,1755899995,17540722
,relay,,32900271,,,,,,,,1755899995,17540722
,relay,,32900271,,,,,,,,1755899996,17540722
,relay,,32900271,,,,,,,,1755899996,17540722
